application_id,customer_id,application_date,loan_amount,loan_purpose,employment_status,annual_income,debt_to_income_ratio,credit_score,application_status,default_flag
APP_0064287,CUST_020808,2022-07-28,186793,Education,Full-time,72207.46,0.772,850,Approved,0
APP_0064288,CUST_024386,2023-08-08,21096,Home Improvement,Full-time,24129.25,0.47,754,Approved,0
APP_0064289,CUST_024497,2022-09-26,16559,Debt Consolidation,Student,6085.33,0.674,728,Declined,0
APP_0064290,CUST_004932,2023-11-27,18227,Personal,Part-time,9600.0,0.625,722,Declined,0
APP_0064291,CUST_015168,2023-01-15,143474,Debt Consolidation,Full-time,45864.46,0.784,785,Approved,0
APP_0064292,CUST_002855,2024-10-28,100895,Home Purchase,Contract,73438.77,0.549,793,Declined,0
APP_0064293,CUST_004812,2024-04-17,42917,Debt Consolidation,Full-time,55925.36,0.362,571,Declined,0
APP_0064294,CUST_001039,2022-10-07,10935,Home Improvement,Unemployed,5409.55,0.69,705,Approved,0
APP_0064295,CUST_014024,2023-11-18,153624,Personal,Full-time,39793.43,0.946,796,Declined,0
APP_0064296,CUST_009159,2023-09-08,28640,Business,Part-time,9600.0,0.772,816,Approved,0
APP_0064297,CUST_019012,2022-01-26,1588,Personal,Student,1634.46,0.342,808,Approved,0
APP_0064298,CUST_024636,2023-11-09,54292,Home Improvement,Full-time,31670.13,0.666,674,Approved,1
APP_0064299,CUST_015013,2024-12-14,60965,Home Improvement,Retired,85583.15,0.721,766,Declined,0
APP_0064300,CUST_008907,2023-12-10,69439,Business,Full-time,110636.34,0.577,843,Approved,0
APP_0064301,CUST_005471,2022-02-25,1627,Education,Unemployed,1133.84,0.702,734,Declined,0
APP_0064302,CUST_006567,2023-09-11,1682,Business,Student,2570.02,0.476,630,Declined,0
APP_0064303,CUST_006122,2022-08-14,171347,Education,Full-time,77702.8,0.615,788,Declined,0
APP_0064304,CUST_004803,2023-07-23,21390,Home Purchase,Full-time,25683.23,0.639,593,Declined,0
APP_0064305,CUST_002655,2022-01-07,45490,Debt Consolidation,Full-time,19926.82,1.037,685,Approved,0
APP_0064306,CUST_008158,2024-08-19,165889,Personal,Retired,94986.42,0.686,670,Declined,0
APP_0064307,CUST_005858,2022-05-06,42075,Home Purchase,Full-time,76525.67,0.679,850,Approved,0
APP_0064308,CUST_024856,2024-11-07,79959,Business,Full-time,34941.99,1.046,708,Declined,0
APP_0064309,CUST_004846,2024-01-03,96784,Home Purchase,Part-time,37330.9,1.069,670,Declined,0
APP_0064310,CUST_018204,2024-10-12,323507,Business,Retired,111212.12,0.995,850,Declined,0
APP_0064311,CUST_018300,2024-08-15,152958,Debt Consolidation,Retired,69869.4,0.897,711,Declined,0
APP_0064312,CUST_019426,2022-09-18,43095,Education,Full-time,16000.0,0.989,755,Approved,0
APP_0064313,CUST_023371,2023-09-19,410485,Car Purchase,Retired,115766.09,1.209,763,Declined,0
APP_0064314,CUST_015642,2022-06-02,70685,Car Purchase,Full-time,63344.61,0.801,816,Declined,0
APP_0064315,CUST_007220,2022-05-27,28535,Debt Consolidation,Full-time,16000.0,0.864,778,Approved,0
APP_0064316,CUST_007522,2024-08-18,13259,Car Purchase,Part-time,9600.0,0.527,624,Declined,0
APP_0064317,CUST_020377,2024-04-16,4045,Home Improvement,Student,7827.32,0.356,723,Declined,0
APP_0064318,CUST_013210,2022-04-05,87014,Personal,Full-time,61097.58,0.687,633,Declined,0
APP_0064319,CUST_004583,2024-08-04,368698,Debt Consolidation,Retired,93402.01,1.103,850,Declined,0
APP_0064320,CUST_017486,2023-05-22,182632,Education,Retired,110407.37,0.909,847,Declined,0
APP_0064321,CUST_006993,2023-11-11,99255,Education,Retired,116489.14,0.491,842,Approved,0
APP_0064322,CUST_008095,2024-12-28,171421,Education,Full-time,67247.98,0.704,836,Declined,0
APP_0064323,CUST_014004,2022-04-04,112462,Debt Consolidation,Contract,50647.52,0.896,742,Declined,0
APP_0064324,CUST_017071,2023-08-08,198820,Home Purchase,Full-time,75454.38,0.943,707,Declined,0
APP_0064325,CUST_020731,2024-10-03,77407,Education,Full-time,21789.33,1.174,845,Declined,0
APP_0064326,CUST_000456,2024-06-09,290413,Home Purchase,Full-time,79652.2,0.903,787,Declined,0
APP_0064327,CUST_012396,2024-08-04,173381,Car Purchase,Retired,96255.62,0.941,702,Declined,0
APP_0064328,CUST_019443,2023-01-04,143026,Debt Consolidation,Full-time,82930.45,0.758,630,Declined,0
APP_0064329,CUST_010932,2022-10-08,79145,Education,Full-time,49132.56,0.585,727,Declined,0
APP_0064330,CUST_009425,2023-01-16,67498,Car Purchase,Full-time,48678.55,0.556,735,Declined,0
APP_0064331,CUST_015114,2022-08-04,157643,Car Purchase,Contract,71825.73,0.74,714,Declined,0
APP_0064332,CUST_000923,2022-10-29,196086,Debt Consolidation,Retired,138086.14,0.655,850,Declined,0
APP_0064333,CUST_018086,2023-11-01,8530,Home Improvement,Student,3361.6,1.003,770,Declined,0
APP_0064334,CUST_024469,2024-02-01,99193,Home Improvement,Full-time,39534.29,0.792,782,Declined,0
APP_0064335,CUST_017424,2024-12-12,1000,Education,Student,173.62,1.722,700,Declined,0
APP_0064336,CUST_014711,2023-01-09,18847,Debt Consolidation,Part-time,12738.53,0.58,607,Declined,0
APP_0064337,CUST_005429,2023-09-14,44939,Home Improvement,Full-time,53957.35,0.698,789,Declined,0
APP_0064338,CUST_024051,2024-12-17,219975,Home Improvement,Contract,79861.99,1.035,734,Declined,0
APP_0064339,CUST_003182,2023-06-13,115766,Home Improvement,Full-time,36051.03,0.798,850,Declined,0
APP_0064340,CUST_016848,2024-12-02,32186,Car Purchase,Full-time,46033.92,0.418,743,Approved,0
APP_0064341,CUST_008761,2023-02-02,6461,Home Purchase,Unemployed,4367.35,0.767,583,Declined,0
APP_0064342,CUST_003678,2022-03-16,207442,Debt Consolidation,Retired,130986.28,0.9,747,Declined,0
APP_0064343,CUST_021311,2022-05-08,123109,Education,Self-employed,89564.22,0.632,850,Approved,0
APP_0064344,CUST_019017,2024-05-24,24155,Business,Part-time,9600.0,0.977,717,Declined,0
APP_0064345,CUST_011980,2024-01-11,1612,Home Improvement,Student,1737.41,0.456,638,Declined,0
APP_0064346,CUST_023933,2022-11-29,102201,Home Improvement,Full-time,57017.67,0.718,766,Declined,0
APP_0064347,CUST_004241,2022-07-05,9699,Education,Part-time,10714.63,0.335,616,Declined,0
APP_0064348,CUST_000348,2022-04-19,59819,Home Purchase,Full-time,52788.02,0.813,735,Declined,0
APP_0064349,CUST_007419,2022-05-20,32807,Home Improvement,Full-time,34762.07,0.291,480,Declined,0
APP_0064350,CUST_023095,2022-09-22,75269,Business,Full-time,47801.78,0.522,757,Approved,0
APP_0064351,CUST_021760,2022-02-05,271239,Debt Consolidation,Retired,83658.89,0.911,850,Declined,0
APP_0064352,CUST_004862,2022-08-09,100508,Home Purchase,Full-time,42717.7,0.599,821,Approved,0
APP_0064353,CUST_001232,2023-12-23,68338,Home Purchase,Full-time,63751.53,0.746,713,Declined,0
APP_0064354,CUST_023478,2022-09-20,332268,Personal,Self-employed,99885.06,0.843,843,Approved,0
APP_0064355,CUST_017060,2022-10-04,277599,Home Improvement,Retired,119400.74,0.816,850,Declined,0
APP_0064356,CUST_016994,2022-06-26,82973,Car Purchase,Self-employed,49085.85,0.554,825,Approved,0
APP_0064357,CUST_003244,2023-09-05,102014,Education,Part-time,60268.84,0.563,792,Approved,0
APP_0064358,CUST_012328,2023-01-12,206976,Debt Consolidation,Full-time,57135.27,0.889,850,Declined,0
APP_0064359,CUST_005675,2022-04-15,15572,Home Improvement,Student,6615.25,0.9,754,Declined,0
APP_0064360,CUST_011394,2024-01-29,21075,Debt Consolidation,Full-time,41644.64,0.324,839,Approved,0
APP_0064361,CUST_010225,2023-04-04,228999,Personal,Self-employed,91378.99,0.957,850,Declined,0
APP_0064362,CUST_003379,2024-11-05,38855,Home Improvement,Part-time,26850.32,0.592,574,Declined,0
APP_0064363,CUST_003473,2024-11-17,7433,Debt Consolidation,Student,7882.52,0.363,571,Declined,0
APP_0064364,CUST_018240,2024-08-31,24363,Car Purchase,Full-time,34496.33,0.591,749,Approved,0
APP_0064365,CUST_023848,2022-05-29,161210,Business,Full-time,62579.44,0.682,850,Approved,0
APP_0064366,CUST_012039,2024-08-18,157076,Education,Full-time,59860.52,0.894,713,Declined,0
APP_0064367,CUST_016161,2024-07-11,49688,Car Purchase,Full-time,36320.21,0.856,743,Declined,0
APP_0064368,CUST_006910,2022-12-12,260737,Debt Consolidation,Full-time,67314.23,1.248,839,Declined,0
APP_0064369,CUST_014456,2024-04-30,10018,Home Purchase,Student,5760.38,0.868,700,Declined,0
APP_0064370,CUST_021509,2024-06-02,238861,Home Improvement,Retired,87114.65,0.862,788,Declined,0
APP_0064371,CUST_016379,2022-07-19,34373,Education,Part-time,31323.57,0.811,850,Approved,0
APP_0064372,CUST_009206,2024-10-22,66620,Car Purchase,Part-time,25621.35,0.918,839,Declined,0
APP_0064373,CUST_011851,2023-12-01,324146,Home Purchase,Retired,100196.8,0.989,850,Declined,0
APP_0064374,CUST_019285,2023-01-12,15252,Education,Part-time,9600.0,0.504,704,Declined,0
APP_0064375,CUST_000381,2022-12-14,8524,Education,Full-time,16000.0,0.661,539,Declined,0
APP_0064376,CUST_007154,2023-03-10,97808,Education,Full-time,64378.02,0.572,637,Declined,0
APP_0064377,CUST_000833,2022-01-25,197257,Personal,Full-time,70666.98,1.072,678,Declined,0
APP_0064378,CUST_008968,2024-07-30,96032,Debt Consolidation,Full-time,80342.17,0.377,827,Approved,0
APP_0064379,CUST_016333,2023-06-06,27831,Education,Full-time,16000.0,0.691,574,Declined,0
APP_0064380,CUST_020795,2024-04-17,21901,Car Purchase,Part-time,34709.91,0.285,753,Approved,0
APP_0064381,CUST_017303,2023-09-06,46467,Home Purchase,Self-employed,62016.98,0.286,693,Approved,0
APP_0064382,CUST_016556,2023-01-15,1000,Debt Consolidation,Unemployed,95.98,2.504,633,Declined,0
APP_0064383,CUST_020169,2023-05-13,15823,Education,Part-time,9600.0,0.661,664,Declined,0
APP_0064384,CUST_015867,2023-03-28,103842,Debt Consolidation,Full-time,54142.28,0.922,777,Approved,0
APP_0064385,CUST_016938,2023-11-10,16039,Car Purchase,Part-time,18569.42,0.588,645,Declined,0
APP_0064386,CUST_000946,2024-06-28,31396,Car Purchase,Full-time,16000.0,0.929,551,Declined,0
APP_0064387,CUST_019583,2022-10-15,263439,Education,Retired,105763.53,0.962,698,Declined,0
APP_0064388,CUST_020241,2023-01-23,97890,Home Purchase,Full-time,52317.12,0.786,850,Approved,0
APP_0064389,CUST_023931,2022-08-05,32208,Home Improvement,Part-time,14141.69,0.871,731,Declined,0
APP_0064390,CUST_006767,2023-08-19,126593,Debt Consolidation,Full-time,41157.16,1.179,850,Approved,0
APP_0064391,CUST_006906,2023-10-30,208669,Debt Consolidation,Part-time,60100.5,1.094,850,Approved,0
APP_0064392,CUST_008739,2022-08-05,4307,Business,Student,1460.4,0.884,735,Declined,0
APP_0064393,CUST_017679,2023-02-05,61394,Car Purchase,Full-time,44973.51,0.74,649,Declined,0
APP_0064394,CUST_017635,2022-08-25,262919,Home Improvement,Retired,105417.11,0.949,712,Declined,0
APP_0064395,CUST_018529,2024-06-22,107420,Business,Full-time,37514.67,1.035,850,Approved,0
APP_0064396,CUST_009878,2024-07-10,4571,Business,Student,2664.6,0.754,691,Declined,0
APP_0064397,CUST_003307,2023-10-22,46490,Home Purchase,Full-time,21115.73,0.81,847,Declined,0
APP_0064398,CUST_002771,2023-08-08,77666,Debt Consolidation,Full-time,78603.1,0.482,819,Approved,0
APP_0064399,CUST_014275,2022-12-13,9212,Personal,Student,5440.44,0.766,540,Declined,0
APP_0064400,CUST_021482,2024-07-06,140671,Personal,Full-time,68722.05,0.653,706,Declined,0
APP_0064401,CUST_001147,2022-01-27,155341,Education,Retired,116631.45,0.427,744,Declined,0
APP_0064402,CUST_007669,2023-11-28,94157,Car Purchase,Full-time,32438.91,0.878,769,Approved,0
APP_0064403,CUST_009070,2023-03-07,67151,Home Purchase,Retired,68051.31,0.636,850,Declined,0
APP_0064404,CUST_012638,2022-07-24,103677,Car Purchase,Retired,117966.33,0.51,808,Approved,0
APP_0064405,CUST_005566,2024-10-25,36604,Home Purchase,Full-time,70744.7,0.238,764,Approved,0
APP_0064406,CUST_009308,2023-08-22,23326,Business,Part-time,9600.0,0.844,780,Declined,0
APP_0064407,CUST_024578,2023-10-20,5632,Home Purchase,Unemployed,3043.49,0.557,730,Declined,0
APP_0064408,CUST_002893,2022-11-13,104075,Car Purchase,Full-time,38669.54,0.695,702,Declined,0
APP_0064409,CUST_000550,2022-11-24,145401,Home Improvement,Retired,64843.46,0.802,751,Declined,0
APP_0064410,CUST_006639,2024-02-19,52458,Home Improvement,Self-employed,39545.39,0.844,785,Declined,0
APP_0064411,CUST_022919,2024-09-02,187446,Car Purchase,Contract,59939.47,1.164,771,Approved,0
APP_0064412,CUST_006975,2024-08-27,15548,Personal,Part-time,9600.0,0.85,642,Declined,0
APP_0064413,CUST_005875,2022-05-11,82676,Debt Consolidation,Self-employed,27008.67,1.152,772,Declined,0
APP_0064414,CUST_007053,2022-09-28,57689,Debt Consolidation,Full-time,31311.93,0.848,777,Declined,0
APP_0064415,CUST_017708,2022-08-19,75187,Home Purchase,Full-time,46194.52,0.467,616,Declined,0
APP_0064416,CUST_011986,2024-03-30,52461,Home Purchase,Part-time,35094.43,0.7,656,Declined,0
APP_0064417,CUST_020233,2022-02-11,21180,Education,Full-time,29213.83,0.626,840,Approved,0
APP_0064418,CUST_014600,2022-01-15,78039,Debt Consolidation,Part-time,69782.86,0.676,661,Declined,0
APP_0064419,CUST_012860,2022-10-15,34664,Home Improvement,Part-time,29939.81,0.351,766,Approved,0
APP_0064420,CUST_013555,2022-12-12,11153,Debt Consolidation,Student,13093.27,0.342,635,Declined,0
APP_0064421,CUST_010754,2024-09-25,34718,Personal,Full-time,30912.12,0.718,667,Declined,0
APP_0064422,CUST_004121,2024-01-04,143666,Personal,Self-employed,39521.2,1.112,779,Approved,0
APP_0064423,CUST_007243,2022-03-27,171983,Home Improvement,Full-time,68496.33,1.011,850,Approved,0
APP_0064424,CUST_019684,2024-09-09,21083,Car Purchase,Student,7170.14,1.18,709,Declined,0
APP_0064425,CUST_004458,2024-11-20,58621,Personal,Full-time,74045.59,0.34,788,Approved,0
APP_0064426,CUST_022888,2023-09-30,62026,Personal,Contract,22826.26,0.888,794,Declined,0
APP_0064427,CUST_005058,2022-02-03,8811,Car Purchase,Student,12096.79,0.653,582,Declined,0
APP_0064428,CUST_024727,2024-08-27,18402,Home Purchase,Part-time,9600.0,0.831,640,Declined,0
APP_0064429,CUST_018487,2024-11-30,21059,Home Improvement,Unemployed,7062.88,1.11,650,Declined,0
APP_0064430,CUST_008732,2022-10-31,34594,Home Improvement,Full-time,16000.0,0.823,687,Declined,0
APP_0064431,CUST_016087,2022-04-21,175604,Home Improvement,Retired,71093.28,0.77,850,Declined,0
APP_0064432,CUST_001687,2023-03-21,31354,Car Purchase,Full-time,16000.0,0.576,732,Approved,0
APP_0064433,CUST_010101,2022-04-14,46026,Home Purchase,Part-time,31522.92,0.618,662,Declined,0
APP_0064434,CUST_016738,2023-12-13,20344,Home Improvement,Student,7901.29,1.063,728,Declined,0
APP_0064435,CUST_016419,2024-11-05,6410,Education,Student,7575.28,0.466,699,Approved,1
APP_0064436,CUST_022849,2023-01-17,42740,Education,Part-time,73856.12,0.444,850,Approved,0
APP_0064437,CUST_013133,2024-12-08,111020,Business,Full-time,64485.58,0.576,850,Declined,0
APP_0064438,CUST_003168,2023-01-22,50663,Home Improvement,Full-time,37508.91,0.83,673,Declined,0
APP_0064439,CUST_018966,2023-08-29,51346,Debt Consolidation,Full-time,27031.6,0.837,600,Declined,0
APP_0064440,CUST_007040,2022-06-24,59509,Home Purchase,Part-time,27790.35,0.826,712,Declined,0
APP_0064441,CUST_010904,2022-09-06,41452,Personal,Student,14501.28,0.694,695,Declined,0
APP_0064442,CUST_014115,2022-12-30,101099,Business,Full-time,29577.33,1.04,763,Declined,0
APP_0064443,CUST_021793,2024-07-03,142470,Car Purchase,Full-time,68294.41,0.891,762,Approved,0
APP_0064444,CUST_009871,2022-12-04,36171,Car Purchase,Part-time,17182.57,0.67,701,Declined,0
APP_0064445,CUST_010339,2022-11-10,38115,Home Improvement,Full-time,26607.48,0.425,644,Declined,0
APP_0064446,CUST_005791,2024-04-30,77698,Personal,Full-time,39121.4,0.662,586,Declined,0
APP_0064447,CUST_008158,2022-05-22,98905,Personal,Retired,94986.42,0.659,670,Declined,0
APP_0064448,CUST_004634,2024-05-01,116859,Personal,Retired,70864.83,0.47,829,Approved,0
APP_0064449,CUST_003130,2024-07-07,2172,Personal,Student,1755.74,0.786,825,Declined,0
APP_0064450,CUST_006559,2023-02-04,1000,Personal,Student,332.41,0.992,676,Declined,0
APP_0064451,CUST_023925,2023-06-18,72279,Debt Consolidation,Full-time,24046.79,0.726,830,Declined,0
APP_0064452,CUST_021173,2024-09-08,82666,Business,Retired,79363.04,0.345,672,Declined,0
APP_0064453,CUST_003273,2023-03-11,39317,Home Purchase,Full-time,51808.1,0.738,750,Declined,0
APP_0064454,CUST_009807,2024-11-03,2424,Personal,Student,3952.37,0.577,638,Declined,0
APP_0064455,CUST_006154,2024-10-12,22363,Home Improvement,Full-time,44408.86,0.609,550,Declined,0
APP_0064456,CUST_002073,2024-06-24,118118,Debt Consolidation,Full-time,53375.4,0.921,725,Declined,0
APP_0064457,CUST_009148,2023-11-18,17348,Debt Consolidation,Part-time,19901.5,0.662,645,Declined,0
APP_0064458,CUST_004072,2023-06-30,131878,Personal,Retired,87597.09,0.889,839,Approved,0
APP_0064459,CUST_005526,2022-05-07,2769,Debt Consolidation,Student,1444.64,0.884,685,Declined,0
APP_0064460,CUST_002363,2024-12-05,145436,Home Purchase,Full-time,57046.87,0.741,735,Declined,0
APP_0064461,CUST_001867,2024-11-24,55347,Personal,Full-time,62781.1,0.565,850,Approved,0
APP_0064462,CUST_017734,2023-06-07,65994,Car Purchase,Retired,89995.89,0.446,850,Approved,0
APP_0064463,CUST_015630,2022-09-03,20451,Education,Full-time,21695.4,0.62,661,Approved,0
APP_0064464,CUST_009100,2023-01-10,418331,Business,Retired,175691.69,0.968,850,Declined,0
APP_0064465,CUST_010417,2024-04-03,39097,Education,Student,12733.48,0.906,843,Declined,0
APP_0064466,CUST_013803,2024-11-24,90959,Business,Full-time,46905.58,0.985,604,Declined,0
APP_0064467,CUST_003665,2023-06-15,118561,Education,Part-time,50525.61,0.706,785,Approved,0
APP_0064468,CUST_014714,2024-05-21,85440,Debt Consolidation,Full-time,63071.79,0.435,847,Declined,0
APP_0064469,CUST_021239,2024-06-12,29240,Home Improvement,Full-time,29574.67,0.73,633,Declined,0
APP_0064470,CUST_024586,2023-11-14,91780,Home Improvement,Full-time,39340.09,0.653,663,Declined,0
APP_0064471,CUST_009202,2022-08-23,41695,Debt Consolidation,Part-time,18708.56,0.932,674,Declined,0
APP_0064472,CUST_000767,2023-06-25,159093,Car Purchase,Full-time,93655.67,0.933,808,Approved,0
APP_0064473,CUST_008660,2022-02-02,129170,Home Improvement,Full-time,32951.7,1.046,812,Declined,0
APP_0064474,CUST_011295,2023-08-18,108705,Education,Retired,85188.05,0.802,803,Declined,0
APP_0064475,CUST_008435,2023-12-11,79961,Debt Consolidation,Self-employed,54105.2,0.643,826,Approved,0
APP_0064476,CUST_017069,2022-04-28,6210,Home Improvement,Student,3178.69,0.789,695,Declined,0
APP_0064477,CUST_004304,2022-12-15,65426,Car Purchase,Part-time,25469.72,0.668,850,Declined,0
APP_0064478,CUST_007770,2022-08-09,14507,Business,Full-time,21282.19,0.25,702,Declined,0
APP_0064479,CUST_002882,2022-07-26,202689,Debt Consolidation,Part-time,77082.61,0.976,846,Declined,0
APP_0064480,CUST_019653,2024-11-25,45224,Education,Part-time,27932.83,0.567,696,Declined,0
APP_0064481,CUST_009596,2022-12-08,89677,Car Purchase,Full-time,64398.25,0.405,699,Approved,0
APP_0064482,CUST_021189,2023-12-01,12595,Home Purchase,Student,4642.05,1.054,707,Declined,0
APP_0064483,CUST_009843,2024-12-29,24947,Home Improvement,Full-time,26888.46,0.7,762,Declined,0
APP_0064484,CUST_017459,2022-01-26,271414,Personal,Retired,74664.06,0.856,835,Declined,0
APP_0064485,CUST_004608,2024-06-19,83388,Home Improvement,Full-time,63561.85,0.608,738,Approved,0
APP_0064486,CUST_024581,2022-01-26,52485,Home Improvement,Full-time,66586.07,0.449,757,Approved,0
APP_0064487,CUST_012920,2023-01-06,59947,Education,Full-time,40462.03,0.68,744,Approved,0
APP_0064488,CUST_005816,2022-06-12,38900,Car Purchase,Full-time,55010.3,0.59,708,Declined,0
APP_0064489,CUST_009571,2023-01-08,73857,Personal,Part-time,28750.33,0.683,672,Declined,0
APP_0064490,CUST_015595,2023-04-26,192624,Education,Retired,110904.88,0.763,726,Declined,0
APP_0064491,CUST_017778,2023-09-01,38855,Business,Part-time,23141.1,0.778,629,Declined,0
APP_0064492,CUST_010878,2023-05-01,25080,Personal,Part-time,20383.49,0.633,727,Declined,0
APP_0064493,CUST_021954,2023-03-29,37951,Debt Consolidation,Part-time,32828.32,0.43,680,Declined,0
APP_0064494,CUST_005223,2022-12-20,22340,Home Improvement,Part-time,27477.58,0.742,619,Declined,0
APP_0064495,CUST_000730,2024-07-26,49707,Debt Consolidation,Full-time,63785.96,0.596,598,Declined,0
APP_0064496,CUST_018823,2022-01-16,51718,Home Improvement,Full-time,32912.3,0.707,583,Declined,0
APP_0064497,CUST_009426,2024-12-27,67001,Education,Full-time,76345.23,0.278,749,Approved,0
APP_0064498,CUST_023162,2022-05-10,67165,Personal,Full-time,43115.57,0.55,556,Approved,0
APP_0064499,CUST_022792,2023-05-27,13175,Personal,Student,6843.75,0.636,679,Declined,0
APP_0064500,CUST_005019,2024-11-16,15723,Education,Full-time,16000.0,0.333,782,Approved,0
APP_0064501,CUST_023132,2022-12-19,24151,Home Purchase,Student,10965.51,0.712,716,Declined,0
APP_0064502,CUST_008546,2022-12-11,146276,Home Purchase,Part-time,72745.48,0.724,801,Declined,0
APP_0064503,CUST_013672,2024-06-17,42370,Debt Consolidation,Full-time,17855.36,0.618,687,Approved,0
APP_0064504,CUST_018671,2023-06-06,15511,Business,Part-time,13473.28,0.678,694,Declined,0
APP_0064505,CUST_007523,2024-05-20,56869,Debt Consolidation,Part-time,18122.32,0.91,755,Approved,1
APP_0064506,CUST_010413,2022-12-15,179306,Car Purchase,Full-time,53227.98,1.069,767,Approved,0
APP_0064507,CUST_013186,2022-10-21,118417,Home Improvement,Full-time,50653.82,0.856,696,Approved,0
APP_0064508,CUST_013185,2024-12-11,57223,Debt Consolidation,Full-time,48185.44,0.465,692,Approved,1
APP_0064509,CUST_018555,2022-07-27,31042,Education,Student,10321.9,0.751,791,Declined,0
APP_0064510,CUST_005619,2024-10-28,31002,Home Purchase,Part-time,31216.75,0.783,659,Declined,0
APP_0064511,CUST_018055,2023-10-21,104316,Education,Self-employed,56020.22,0.798,743,Declined,0
APP_0064512,CUST_011970,2023-07-15,152339,Home Improvement,Full-time,43495.51,1.216,850,Declined,0
APP_0064513,CUST_006317,2022-03-02,108806,Business,Full-time,66258.74,0.488,792,Declined,0
APP_0064514,CUST_021640,2024-08-10,30697,Personal,Student,10414.18,0.758,828,Declined,0
APP_0064515,CUST_005245,2022-01-21,143465,Home Improvement,Full-time,57049.3,1.1,729,Declined,0
APP_0064516,CUST_016862,2022-07-03,40268,Home Purchase,Part-time,21433.63,0.573,679,Declined,0
APP_0064517,CUST_004426,2022-09-28,164777,Debt Consolidation,Full-time,54671.39,0.894,803,Approved,0
APP_0064518,CUST_002569,2024-03-30,28033,Education,Student,11259.99,0.812,738,Declined,0
APP_0064519,CUST_006406,2022-04-20,1000,Personal,Student,824.54,0.751,722,Declined,0
APP_0064520,CUST_011624,2024-02-24,54525,Car Purchase,Full-time,38240.99,0.547,715,Approved,0
APP_0064521,CUST_001381,2023-04-24,46147,Home Improvement,Full-time,24835.22,0.87,794,Approved,1
APP_0064522,CUST_004943,2024-10-10,195378,Home Purchase,Part-time,90712.49,0.937,850,Declined,0
APP_0064523,CUST_007744,2024-04-08,39408,Personal,Full-time,57592.53,0.406,679,Declined,0
APP_0064524,CUST_004221,2024-08-09,44043,Debt Consolidation,Full-time,37680.69,0.533,820,Declined,0
APP_0064525,CUST_010443,2022-12-11,39820,Home Purchase,Part-time,39459.19,0.758,722,Declined,0
APP_0064526,CUST_010756,2024-09-15,37659,Debt Consolidation,Full-time,39640.43,0.367,797,Approved,0
APP_0064527,CUST_006160,2023-08-25,43630,Business,Full-time,62947.68,0.277,797,Approved,0
APP_0064528,CUST_000237,2023-04-11,114203,Personal,Full-time,41639.01,0.718,744,Declined,0
APP_0064529,CUST_013737,2023-06-03,87196,Personal,Retired,89502.81,0.773,793,Declined,0
APP_0064530,CUST_003251,2024-07-22,53638,Education,Full-time,18112.5,0.967,710,Approved,0
APP_0064531,CUST_007857,2022-04-07,214095,Home Purchase,Self-employed,62324.58,0.804,802,Approved,0
APP_0064532,CUST_015776,2023-01-19,34066,Personal,Part-time,19677.18,0.946,516,Declined,0
APP_0064533,CUST_002089,2024-11-15,72933,Education,Part-time,26805.95,0.786,830,Declined,0
APP_0064534,CUST_019218,2022-03-23,27617,Home Purchase,Full-time,21246.84,0.447,576,Declined,0
APP_0064535,CUST_017652,2022-03-30,9482,Education,Part-time,9612.33,0.387,686,Approved,1
APP_0064536,CUST_006809,2023-08-25,133624,Debt Consolidation,Contract,63101.35,0.843,827,Approved,0
APP_0064537,CUST_024897,2023-12-25,43598,Home Purchase,Full-time,19628.27,0.66,694,Approved,0
APP_0064538,CUST_013183,2024-06-12,46001,Education,Full-time,38134.26,0.711,652,Declined,0
APP_0064539,CUST_017439,2024-07-09,64894,Business,Full-time,30618.34,0.699,782,Declined,0
APP_0064540,CUST_001025,2022-04-16,103420,Business,Full-time,50318.96,0.754,802,Declined,0
APP_0064541,CUST_009879,2024-10-10,49715,Home Improvement,Part-time,25189.54,0.703,639,Declined,0
APP_0064542,CUST_011622,2022-11-12,17627,Debt Consolidation,Student,9634.48,0.785,610,Declined,0
APP_0064543,CUST_003660,2023-03-18,344199,Car Purchase,Part-time,99619.33,1.175,850,Approved,1
APP_0064544,CUST_023857,2023-09-27,16706,Education,Part-time,11382.62,0.524,691,Declined,0
APP_0064545,CUST_007061,2024-05-18,105063,Business,Self-employed,54196.21,0.966,644,Declined,0
APP_0064546,CUST_020528,2022-03-03,30786,Business,Part-time,18912.63,0.873,830,Declined,0
APP_0064547,CUST_001459,2023-08-16,37088,Personal,Student,14500.46,1.045,697,Declined,0
APP_0064548,CUST_018341,2024-09-02,53624,Business,Full-time,34982.7,0.852,640,Declined,0
APP_0064549,CUST_000210,2022-02-12,500776,Home Purchase,Retired,138600.16,1.319,850,Declined,0
APP_0064550,CUST_022418,2023-08-20,88659,Education,Full-time,91892.08,0.354,850,Approved,0
APP_0064551,CUST_014291,2023-06-23,12332,Debt Consolidation,Full-time,16000.0,0.641,498,Declined,0
APP_0064552,CUST_014203,2023-09-07,81035,Education,Full-time,49562.62,0.624,674,Declined,0
APP_0064553,CUST_000255,2022-04-11,129972,Debt Consolidation,Part-time,34518.36,0.942,759,Declined,0
APP_0064554,CUST_014437,2022-08-13,43992,Debt Consolidation,Part-time,17956.48,1.008,661,Declined,0
APP_0064555,CUST_008861,2022-06-24,2384,Debt Consolidation,Unemployed,2979.6,0.273,850,Declined,0
APP_0064556,CUST_020442,2024-11-10,31024,Debt Consolidation,Part-time,13654.99,0.912,667,Declined,0
